target_themes,target_rating,fen,is_legal,is_puzzle,counter_intuitive,actual_themes,predicted_rating,themes_match
"['advantage', 'kingsideAttack', 'long', 'middlegame']",106.0,3r2k1/pp4pp/1np1bn2/2q2p2/5P2/2NQP2N/PP4PP/2KR1B2 w - - 1 21,True,False,False,,,
"['mate', 'mateIn1', 'oneMove', 'opening']",-124.0,r1b1r2k/5p1p/p4qpb/1p6/8/2P3Pq/PP2QP1P/RN1BR1K1 w - - 0 20,True,False,False,,,
"['advantage', 'middlegame', 'short']",13.0,2r3k1/p1r2ppp/B2pbB2/4p3/8/PP2P3/3PQPPP/R3K2R b KQ - 0 17,True,False,False,,,
"['crushing', 'endgame', 'fork', 'quietMove', 'veryLong']",105.0,4r3/4R3/6k1/1pQp1p2/7p/2P5/PP4r1/K3BR2 b - - 0 44,True,False,True,,,
"['attraction', 'crushing', 'endgame', 'fork', 'long']",-24.0,4rr1k/6pp/2pp4/p5P1/P2PR3/2P5/1PK2Q1P/4R3 b - - 0 32,True,False,False,,,
"['backRankMate', 'endgame', 'long', 'mate', 'mateIn3', 'sacrifice']",60.0,3r4/6pk/3r3p/4N3/4R3/1B6/1B3PPP/6K1 b - - 0 34,True,True,False,"['endgame', 'mateIn3', 'mate', 'backRankMate', 'sacrifice', 'long']",693.939697265625,True
"['mate', 'mateIn4', 'middlegame', 'veryLong']",-30.0,1r4k1/5ppp/q1b1p3/b5P1/n1P5/3PB1Q1/2P4P/7K w - - 0 34,True,False,False,,,
"['advantage', 'exposedKing', 'long', 'middlegame']",-34.0,2b3qk/4br2/5r1p/2pPp3/P3P1R1/5P2/1PP2K1N/6R1 w - - 4 41,True,True,False,"['middlegame', 'advantage', 'fork', 'short']",922.419189453125,False
"['crushing', 'discoveredAttack', 'middlegame', 'short']",-37.0,1r4k1/1q3pp1/1r2p3/1p1p3p/p2P4/P3PP1P/R3Q1P1/1RN1K3 b - - 0 36,True,False,True,,,
"['crushing', 'middlegame', 'short']",-81.0,7k/5ppb/p2p1b1p/qp1P2p1/1NQP2P1/1PP4P/5P2/4rBK1 w - - 3 28,True,False,False,,,
"['advantage', 'discoveredAttack', 'middlegame', 'short']",-87.0,4r1k1/1pp1q1r1/p1b3n1/3pp1p1/8/2P1RNRP/PP3PPK/4Q3 w - - 10 31,True,False,True,,,
"['advancedPawn', 'crushing', 'defensiveMove', 'endgame', 'promotion', 'short']",79.0,8/8/8/5K2/8/6k1/6Rp/8 b - - 2 81,True,False,False,,,
"['endgame', 'master', 'mate', 'mateIn1', 'oneMove']",-119.0,6k1/p6p/Pp1P2r1/3P4/2B5/1P3b1q/1B2R1P1/6K1 w - - 0 41,True,False,False,,,
"['endgame', 'master', 'mate', 'mateIn1', 'oneMove']",88.0,4b1k1/pp3pp1/3r3p/8/8/qP1B4/2P2PPP/4Q1K1 w - - 0 27,True,True,False,"['endgame', 'mateIn1', 'mate', 'hangingPiece', 'oneMove']",688.7315673828125,True
"['advantage', 'defensiveMove', 'endgame', 'short']",83.0,5k2/5p2/p4p2/2q5/5PN1/8/2p3P1/2R3K1 w - - 1 40,True,False,False,,,
"['mate', 'mateIn1', 'oneMove', 'opening', 'smotheredMate']",-92.0,r4rk1/pp1Pnppp/8/5b2/B7/3n1N2/PP3BPP/R2N2KR b - - 0 18,True,False,False,,,
"['backRankMate', 'endgame', 'hangingPiece', 'mate', 'mateIn1', 'oneMove']",42.0,2bQq1k1/p1r2ppp/1p6/3P4/8/P5P1/5P1P/R5K1 w - - 4 26,True,True,False,"['endgame', 'mateIn1', 'mate', 'hangingPiece', 'oneMove']",526.3516845703125,True
"['crushing', 'endgame', 'short', 'trappedPiece']",98.0,2r2k2/2R2pp1/2Rp3p/p2P4/1p2P1b1/1P1n4/P4PPP/6K1 w - - 0 29,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']",-98.0,r2q1rk1/p4ppp/5n2/2Q5/8/2P2N2/PP3PPP/R1B3K1 b - - 0 16,True,False,False,,,
"['advancedPawn', 'crushing', 'endgame', 'sacrifice', 'veryLong']",-79.0,7k/pp2q1b1/4prpp/4Q3/2Pp2P1/1P6/P2PR3/6K1 w - - 1 28,True,False,False,,,
"['mate', 'mateIn2', 'opening', 'short']",-94.0,r1b1k1nr/ppq2p1p/6R1/4p3/QB1p4/3Q1N2/P2NPPPP/4KB1R b KQq - 0 17,False,False,,,,
"['advantage', 'doubleCheck', 'fork', 'long', 'middlegame']",-71.0,b1r3k1/2q3p1/p4p1p/Pppp3P/8/B2PRPP1/2N5/4R1K1 w - - 0 39,True,False,True,,,
"['long', 'mate', 'mateIn3', 'middlegame', 'sacrifice']",-113.0,2k5/pbpR4/1p3rn1/1n5r/8/4P1Pp/4K3/2KR4 w - - 0 37,False,False,,,,
"['crushing', 'endgame', 'master', 'short']",19.0,7k/4r2n/p2p2pp/1p1P2p1/1P2P3/2R3PP/P1B5/7K w - - 0 38,True,False,False,,,
"['crushing', 'endgame', 'knightEndgame', 'master', 'quietMove', 'short']",50.0,8/6K1/8/p6N/1n5P/2k5/8/8 w - - 4 57,True,False,False,,,
"['crushing', 'endgame', 'short']",53.0,8/5p2/p4k1p/6p1/1Pp3P1/2r1R1KP/3N4/8 b - - 3 36,True,False,False,,,
"['advantage', 'deflection', 'long', 'middlegame']",97.0,1R3nk1/p4pqp/b1p4p/2Pp2r1/6QN/4PPP1/P6P/2bR2K1 w - - 2 27,True,False,False,,,
"['anastasiaMate', 'attraction', 'kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",-6.0,7k/1bpn2rp/1p1p2pr/p1qP4/2P5/P3RP1P/1P2QP1K/4R3 w - - 2 26,True,False,False,,,
"['crushing', 'middlegame', 'pin', 'short']",108.0,4r1k1/p2b1Bpp/5P2/1p4P1/7P/b1N5/1P1q4/2KR2R1 w - - 0 25,False,False,,,,
"['crushing', 'master', 'middlegame', 'short']",-122.0,7k/2r1n1pp/bp6/p7/1n2p3/PPN1P1P1/3R1P1P/2KR4 w - - 3 29,True,False,False,,,
"['mate', 'mateIn2', 'middlegame', 'short']",95.0,r1n1k1q1/5p1r/p1p1bB2/4Pp1p/1b1Q4/8/P4PPP/3R2K1 w q - 0 28,True,False,False,,,
"['advantage', 'endgame', 'intermezzo', 'short']",-125.0,6k1/p2r2pn/bp2pr1p/8/p7/2K1P3/3R2PP/3R4 w - - 0 35,True,False,False,,,
"['crushing', 'endgame', 'short']",-6.0,5q1k/6pp/2Pr2P1/4p2n/P5P1/1P6/B5BQ/6K1 b - - 1 40,True,False,False,,,
"['deflection', 'endgame', 'long', 'mate', 'mateIn3']",-6.0,8/1N2k3/p4b2/2R5/6P1/1P1R4/P1P5/1KB3r1 b - - 9 37,True,False,True,,,
"['advantage', 'long', 'middlegame']",86.0,3rr2k/p2q1pbp/1pp2pp1/3n4/3PR3/1N1B3P/PP2QPP1/4R1K1 w - - 3 20,True,False,False,,,
"['clearance', 'kingsideAttack', 'mate', 'mateIn2', 'opening', 'sacrifice', 'short']",-123.0,1r1q1bkr/1bpp1p1p/4p2B/p3P2p/1p6/8/P1P2PPP/RN1QR1NK w - - 0 15,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",95.0,r2k1b1r/ppp1q1pp/3p4/8/3R4/5Q2/PPP2PPP/R1B3K1 b - - 0 13,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",560.90673828125,True
"['endgame', 'mate', 'mateIn2', 'short']",-118.0,7k/p7/2R1P3/8/1P1r4/P5bP/2B1R1P1/5K2 b - - 0 39,True,False,False,,,
"['crushing', 'middlegame', 'pin', 'short']",-71.0,2r2r1k/bp4pp/pn3p2/3RpP2/b1B5/1P2P3/P2R1BPP/1K6 w - - 1 24,True,False,False,,,
"['discoveredAttack', 'master', 'mate', 'mateIn4', 'opening', 'veryLong']",66.0,rnnk3r/2p2Pbp/4q3/pb5P/2P5/P3P3/1P1K1P2/RNBQ3R w KQ - 1 18,False,False,,,,
"['crushing', 'endgame', 'long', 'rookEndgame']",2.0,6r1/5kr1/5p2/p3pP2/4P1R1/R2K4/8/8 w - - 0 37,True,False,False,,,
"['advantage', 'middlegame', 'pin', 'short']",89.0,3r1k2/ppp2r1p/3p2p1/1P1P1n2/2P2PPq/4R3/1P2R2P/4Q1K1 w - - 0 25,True,False,False,,,
"['advantage', 'middlegame', 'short']",-96.0,3r2k1/1pprnppp/1b6/pB2Pn2/7P/P7/1P1RNPP1/3R2K1 w - - 4 23,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",-79.0,3rr1k1/ppp3pb/5p2/3p4/3P1Pp1/2P1RNP1/PP1N1nPK/R4Q2 b - - 0 21,True,False,False,,,
"['crushing', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'short']",54.0,r3q1k1/p1p5/1p1pb2P/n3p1r1/P3P1B1/2P4P/2P2PQ1/R4RK1 w - - 1 22,True,True,False,"['middlegame', 'crushing', 'discoveredAttack', 'kingsideAttack', 'short']",1045.660888671875,True
"['endgame', 'mate', 'mateIn1', 'oneMove', 'rookEndgame']",70.0,8/8/p1Pk4/8/8/1P4Pp/7P/3rR2K b - - 2 48,True,True,False,"['endgame', 'mateIn1', 'mate', 'hangingPiece', 'rookEndgame', 'oneMove']",519.3543701171875,True
"['crushing', 'defensiveMove', 'middlegame', 'short']",-87.0,r2k4/p1p1n1pp/2p2p2/4qP2/1Q2P3/2P2KP1/1R1P3r/2B2R2 w - - 10 27,True,False,False,,,
"['crushing', 'defensiveMove', 'endgame', 'rookEndgame', 'short']",99.0,5r2/2k1k3/3pp3/3Pp3/p3P3/Pp1P1R2/1P6/1K6 b - - 0 51,False,False,,,,
"['advancedPawn', 'crushing', 'kingsideAttack', 'long', 'middlegame', 'sacrifice']",46.0,4r2k/7b/p1q2Pp1/2bp3N/1ppP4/2P5/PP2Q2P/R3R1K1 w - - 1 28,True,False,False,,,
"['crushing', 'middlegame', 'pin', 'short']",-23.0,2r3k1/2r4p/3p2p1/P1q1p3/1p2p1R1/1P1P3P/3Q1PP1/RN4K1 b - - 1 28,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",-116.0,4r1k1/6pp/p1pb4/1p1n1pq1/3P4/P1P5/1P2Q1PP/4BK2 w - - 0 26,True,False,False,,,
"['hangingPiece', 'long', 'mate', 'mateIn3', 'middlegame']",-47.0,3r2k1/1pp2p1p/p3bnpP/2q5/5p2/2N5/PP4P1/2KR1B2 w - - 0 23,True,False,False,,,
"['advantage', 'endgame', 'fork', 'long']",126.0,6k1/5pbp/p2p2p1/2pP4/P1P5/2qBRp2/4QKPP/r7 w - - 0 32,True,False,False,,,
"['crushing', 'endgame', 'fork', 'master', 'short']",-103.0,4r1k1/p4rpp/8/6P1/2P1R2p/1P5P/Pp3PK1/2b5 w - - 0 34,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'sacrifice', 'short']",54.0,8/p1r2k2/1p2p1pp/2r1Pp2/5PPP/3pR2N/PP1N4/3K4 b - - 3 48,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",617.14697265625,False
"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",12.0,r1b1r1kb/pp3p1p/1qp3pB/n2p1p1P/6P1/5P2/PPP1Q3/2K1RB1R w - - 0 22,True,True,False,"['middlegame', 'mateIn1', 'mate', 'hangingPiece', 'kingsideAttack', 'oneMove']",591.7509765625,True
"['crushing', 'endgame', 'rookEndgame', 'short']",-125.0,1k6/1p3r1R/pp1p4/3p1p2/P4P2/2P2P2/1KP1R1rP/8 w - - 4 30,True,False,False,,,
"['crushing', 'deflection', 'fork', 'long', 'middlegame']",2.0,2k2b2/1pq1r3/1pp1P3/3p2p1/1P1P2P1/P6r/1BK2Q2/1N3R2 w - - 0 28,True,False,False,,,
"['crushing', 'endgame', 'master', 'masterVsMaster', 'short']",103.0,8/3k4/2p1p3/1rKn4/3P3p/1Q6/1P6/8 w - - 1 45,True,False,True,,,
"['advancedPawn', 'crushing', 'endgame', 'knightEndgame', 'long', 'quietMove']",19.0,8/8/2K5/7p/1P4k1/P5n1/8/8 w - - 6 51,True,False,False,,,
"['advantage', 'exposedKing', 'hangingPiece', 'middlegame', 'pin', 'veryLong']",-83.0,4r2k/ppp3q1/8/4Q2b/8/N1P3P1/PP1B1b2/R3R2K w - - 0 28,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",-11.0,1k1r4/bp6/p2r1p2/8/5PQ1/6pP/1P1R2P1/3R3K b - - 0 46,True,False,False,,,
"['crushing', 'fork', 'middlegame', 'short']",75.0,5qk1/4r2p/bp2rppP/1N1p4/P1p2P1R/2P4Q/2P3P1/3R2K1 b - - 1 42,True,False,False,,,
['endgame'],-4.0,2k1r3/ppp5/7p/3P2p1/8/1P2r1N1/P1Q2PPP/B5K1 b - - 1 26,True,False,True,,,
"['crushing', 'defensiveMove', 'endgame', 'master', 'veryLong']",-54.0,r5k1/5npp/5p2/2R2P2/1K3PP1/2R5/7P/8 w - - 4 38,True,False,False,,,
"['advantage', 'hangingPiece', 'master', 'opening', 'veryLong']",116.0,r1b1k1nr/pp1Bqpbp/2n3p1/2p5/8/6P1/PPPPNP1P/RNBQR1K1 b kq - 0 9,True,False,False,,,
"['advantage', 'fork', 'master', 'middlegame', 'pin', 'short']",112.0,4n1k1/p2rrpp1/1p3qn1/1Pp5/2Pp4/2RP2P1/PB3P1P/2Q3RK w - - 3 24,True,False,True,,,
"['advantage', 'endgame', 'master', 'short']",-31.0,4r3/Q3rp1k/2P3n1/5pp1/8/1B3P1P/1P4P1/K7 b - - 0 33,True,False,False,,,
"['crushing', 'endgame', 'long', 'master', 'pawnEndgame']",55.0,8/7p/4kp2/3p2p1/3P1Pp1/5P2/K6P/8 w - - 0 29,True,False,False,,,
"['advancedPawn', 'bishopEndgame', 'crushing', 'defensiveMove', 'endgame', 'long']",-91.0,8/8/3KPk1p/p1pP3P/b1P5/8/8/8 w - - 1 47,True,False,False,,,
"['advantage', 'discoveredAttack', 'middlegame', 'short']",42.0,3r2k1/1p2rqb1/pNp3pp/P1Pb1n2/3PQP2/7P/1P2R1K1/R5B1 w - - 11 45,True,False,False,,,
"['mate', 'mateIn1', 'oneMove', 'opening']",62.0,r1bkr3/ppp2p1Q/2n1q3/8/8/P1Pp1PPN/P2P2BP/R1B2K1R b - - 2 14,True,True,False,"['opening', 'mateIn1', 'mate', 'oneMove']",926.5423583984375,True
"['advantage', 'endgame', 'long']",-65.0,r4b1k/1p1n2pp/1p6/p4q1P/2pP4/2P1R1P1/4Q3/R4K2 w - - 0 32,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",21.0,5rk1/pp5p/1qn1p1pB/3n4/B1p5/2P4P/PP5P/R4R1K w - - 0 27,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",651.4871215820312,True
"['advantage', 'endgame', 'short']",-33.0,5rk1/5ppp/p5b1/8/2Pq2P1/1P5P/3Q1P2/3R1RK1 w - - 0 32,True,False,False,,,
"['backRankMate', 'endgame', 'mate', 'mateIn2', 'sacrifice', 'short']",-29.0,4r2k/p3r1p1/1p5p/3Q4/P7/1P1B4/3B2PP/7K b - - 2 38,True,True,False,"['endgame', 'mateIn3', 'mate', 'backRankMate', 'sacrifice', 'long']",782.2294921875,True
"['endgame', 'mate', 'mateIn2', 'short']",28.0,2r3k1/5pp1/r4p1p/3p3q/3P1P2/2Q1P3/P5PP/2R3K1 w - - 0 25,True,True,False,"['endgame', 'advantage', 'fork', 'hangingPiece', 'short']",992.3199462890625,False
"['endgame', 'mate', 'mateIn1', 'oneMove']",80.0,rn4k1/p1pp1p1p/1p3Bp1/2P2r2/2P5/3P3P/P5b1/2K1R3 w - - 0 24,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",686.0060424804688,True
"['endgame', 'mate', 'mateIn2', 'short']",117.0,3r2k1/p4ppp/2p5/2B5/8/PP2p1P1/2n1R1PP/6K1 b - - 0 24,True,False,False,,,
"['crushing', 'long', 'middlegame']",100.0,2r2b2/1p3kpp/p3pp2/2r1P3/3P4/P2QBN2/1P3PPP/2R3K1 b - - 0 29,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",-117.0,2k2r2/1pp5/p1b5/8/6p1/N1P3Pp/PP1R3B/R1N3K1 b - - 0 25,True,False,True,,,
"['endgame', 'mate', 'mateIn2', 'quietMove', 'short']",89.0,2Q5/3r2b1/7k/p5p1/P7/1P3nPp/5P2/7K b - - 2 38,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",571.8468017578125,False
"['crushing', 'endgame', 'rookEndgame', 'short']",24.0,3r4/3rkppp/p3p3/2p1P3/1pP2P2/3R2P1/PP5P/3R3K b - - 0 28,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",33.0,r4r1Q/p2k1qBp/1p1pp1p1/1P6/n1P3p1/P5P1/6PP/5RK1 b - - 0 25,True,False,False,,,
"['advantage', 'attraction', 'deflection', 'endgame', 'long']",12.0,7r/k1p2pp1/1ppp2p1/4p3/q3P2P/2PP1P2/2Q2P2/rNK5 w - - 0 23,True,False,True,,,
['endgame'],-119.0,4rk2/1p3p2/p2pr1p1/2p4p/5p1P/2NP4/PPPR4/2K2B1R b - - 5 23,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']",27.0,r1b3k1/1p3ppp/p3pn2/8/2q5/2B5/PP1Q1PPP/R5K1 w - - 0 18,True,True,False,"['middlegame', 'mateIn2', 'mate', 'kingsideAttack', 'short']",613.9732666015625,True
"['endgame', 'mate', 'mateIn1', 'oneMove']",-74.0,3rq1k1/Rp3pp1/n2P4/2p2QB1/2P5/8/1P3PPP/6K1 b - - 0 25,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",737.0884399414062,True
"['backRankMate', 'endgame', 'mate', 'mateIn2', 'rookEndgame', 'short']",106.0,6k1/5ppp/8/8/rp6/6P1/1P2rP1P/3R2K1 w - - 0 28,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'rookEndgame', 'short']",580.8567504882812,True
"['mate', 'mateIn2', 'middlegame', 'short']",-16.0,3r3k/5r1p/2pqbp1B/QpR5/8/P7/2Pp1PPP/3R2K1 b - - 0 28,True,False,False,,,
"['advantage', 'attraction', 'endgame', 'fork', 'long', 'sacrifice']",-13.0,6k1/2p3p1/p3r3/8/2p5/2PR2P1/7P/1Q5K b - - 0 35,True,False,False,,,
"['crushing', 'endgame', 'long', 'rookEndgame']",114.0,3r2k1/pp5p/3r2p1/5p2/2PRp3/8/PP3PPP/3R2K1 b - - 0 23,True,False,False,,,
"['advantage', 'master', 'middlegame', 'short']",-65.0,r2q4/pp2k1Q1/2p1r3/2P5/N2R4/5b2/1PP4P/R5K1 b - - 0 26,True,False,False,,,
"['endgame', 'master', 'masterVsMaster', 'mate', 'mateIn1', 'oneMove', 'pin']",-89.0,2k5/2p1r3/Pb6/3R4/1P3p2/P1K1pn2/4R1P1/7r w - - 0 42,True,False,False,,,
"['advantage', 'deflection', 'exposedKing', 'master', 'middlegame', 'veryLong']",-115.0,6k1/2br2rp/4p3/2P1p3/1Q4P1/1R2PP1P/1P3q2/1R5K w - - 1 33,True,False,False,,,
"['advantage', 'long', 'middlegame']",66.0,3r2k1/3q1p1p/p2rb1p1/1p6/1P6/P3PB2/4QPPP/2RR2K1 b - - 0 26,True,False,False,,,
"['advantage', 'endgame', 'fork', 'long']",-60.0,2b4k/6p1/1p1b3p/1P1B4/3PNP2/6PP/5QK1/1q6 w - - 0 40,True,False,False,,,
"['advantage', 'opening', 'short']",-37.0,2kr1b1r/pppq1ppp/5n2/4p3/1PQ5/1B3N2/1P3PPP/RN1R2K1 b - - 3 13,True,True,False,"['opening', 'advantage', 'kingsideAttack', 'long']",842.3704833984375,True
"['advantage', 'endgame', 'fork', 'short']",46.0,3r4/pp1r2kp/8/4Pp1p/8/7P/Q5PN/3R3K b - - 0 33,True,False,False,,,
"['advantage', 'doubleCheck', 'middlegame', 'short']",-32.0,2rr2k1/2q3pp/p3b3/8/3B1P2/P1P3P1/2PRB2P/2K1R3 w - - 0 26,True,False,False,,,
"['crushing', 'defensiveMove', 'endgame', 'long', 'quietMove']",41.0,6q1/5QK1/p7/8/8/6PP/1k6/8 b - - 0 56,False,False,,,,
"['crushing', 'exposedKing', 'long', 'middlegame']",-54.0,r3r1k1/pp1n1pb1/2p2pp1/5n2/2PPR1Pp/1PB2P1N/P3Q3/4R1K1 w - - 2 24,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove', 'queenEndgame']",-97.0,4q1k1/p5p1/1p1p3p/5p1P/2P5/5pP1/PPP3P1/4Q1K1 b - - 0 25,True,False,False,,,
"['crushing', 'defensiveMove', 'endgame', 'long']",-60.0,1r6/Q7/3pRppk/2pPpP2/P6p/2P2P2/6PP/1R4K1 b - - 0 34,True,False,True,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",-85.0,5rk1/p6p/1p2r1p1/2p5/q7/5Q1P/1BP3P1/5RK1 w - - 1 27,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",748.722900390625,True
"['advantage', 'middlegame', 'short']",-18.0,1r4k1/p1p2pp1/3pbn1p/1p6/qQP1PP1P/P2P1B2/1R4PP/1rB4K w - - 0 22,True,False,False,,,
"['endgame', 'fork', 'mate', 'mateIn2', 'short']",-78.0,q1b3k1/2p3p1/7p/1p1n4/2pPRP2/2P1Q3/7P/6K1 w - - 5 36,True,False,False,,,
"['crushing', 'discoveredAttack', 'endgame', 'long']",-109.0,1k1r4/p4rp1/Pp2b3/3qP2p/3pR3/8/2P3PK/3RQ3 w - - 0 31,True,False,True,,,
"['advantage', 'endgame', 'fork', 'long']",61.0,2b1r2k/p1p2qpp/5r2/3P4/1P6/7P/P3QPP1/4R1K1 w - - 0 33,True,False,False,,,
"['crushing', 'deflection', 'kingsideAttack', 'long', 'middlegame', 'sacrifice']",51.0,3r2k1/2r2p1p/p3bnpP/1p3p2/1q3P2/2b5/PPPR4/2KQ1B1R w - - 0 24,True,False,False,,,
"['attraction', 'capturingDefender', 'crushing', 'fork', 'long', 'middlegame']",-9.0,r1bkr3/pppnrp1p/3p1qp1/1P6/2P1R3/4Q3/P5PP/4RK2 w - - 0 27,True,False,True,,,
"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']",67.0,6k1/5ppp/p2rp3/8/1n6/7P/2R3PK/8 w - - 0 40,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'short']",539.978271484375,True
"['advantage', 'endgame', 'fork', 'short']",-67.0,1k1q1r2/pp6/8/3p1R2/P6p/4P1nP/1PPP3K/2B2R2 w - - 0 28,True,False,False,,,
"['crushing', 'endgame', 'rookEndgame', 'short']",-46.0,3r2k1/5pp1/3r2p1/8/1p6/1P3P2/P4P1P/2RR2K1 b - - 3 24,True,True,False,"['endgame', 'crushing', 'rookEndgame', 'short']",605.177734375,True
"['crushing', 'long', 'middlegame']",15.0,2r4k/1bq3bp/p4pp1/4p3/8/1B2PP1P/PB3QP1/2R4K b - - 2 28,True,False,False,,,
"['crushing', 'endgame', 'pin', 'short']",-87.0,5bk1/p4p2/1q2p3/1p2P1P1/1P1r2Q1/P7/5RP1/3R2K1 b - - 0 31,True,False,False,,,
"['advancedPawn', 'crushing', 'endgame', 'long', 'promotion']",8.0,8/8/8/2P5/1K6/2P2R1p/1P4k1/8 b - - 0 55,True,False,False,,,
