target_themes,target_rating,fen,is_legal,is_puzzle,counter_intuitive,actual_themes,predicted_rating,themes_match
"['endgame', 'mate', 'mateIn1', 'oneMove', 'smotheredMate']",1319.0,6nk/p2n1pbp/6pN/8/4p3/5NPP/5PK1/8 w - - 0 36,True,True,False,"['endgame', 'mateIn1', 'mate', 'smotheredMate', 'oneMove']",767.8566284179688,True
"['mate', 'mateIn1', 'middlegame', 'oneMove']",973.0,7k/7b/2p2p2/Np2p2Q/1P2P3/5P1n/7P/3q2RK b - - 0 34,True,False,False,,,
"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']",597.0,k7/ppp2r2/4p3/4q2N/2PR2p1/1P6/P1B3P1/6KR w - - 0 44,True,True,False,"['endgame', 'mateIn1', 'mate', 'backRankMate', 'oneMove']",749.1280517578125,True
"['fork', 'long', 'mate', 'mateIn3', 'middlegame', 'sacrifice']",1191.0,r5k1/ppbb1pp1/2p4p/8/2P3n1/PP1B1QP1/2P2R2/5K2 w - - 6 26,True,False,False,,,
"['crushing', 'endgame', 'hangingPiece', 'veryLong', 'zugzwang']",2006.0,8/8/8/8/5rp1/6K1/2k2P2/8 w - - 0 53,True,True,False,"['endgame', 'crushing', 'hangingPiece', 'short']",1038.65283203125,True
"['advancedPawn', 'crushing', 'endgame', 'rookEndgame', 'short']",1572.0,8/R6p/1P4p1/8/5p2/7P/p1k2KP1/r7 w - - 0 38,True,False,False,,,
"['advantage', 'middlegame', 'short']",1172.0,4r2k/1B4pp/p2p3b/1p6/3B4/2P2P2/PP1q2QP/R5K1 b - - 2 26,True,False,False,,,
"['crushing', 'master', 'middlegame', 'short']",2046.0,3r2k1/p4p2/2p3pp/1p5r/3P3q/1P4R1/P1Q2P2/2BR2K1 b - - 4 31,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",969.0947265625,False
"['advantage', 'middlegame', 'pin', 'short']",1050.0,r3kbnr/pp1n1ppp/4p3/q3P3/8/2Q1B3/PP3PPP/RN2K1NR b KQkq - 0 10,True,False,False,,,
"['endgame', 'master', 'mate', 'mateIn1', 'oneMove']",1247.0,8/8/5pkp/1p1Q1rp1/pP1P3P/2Pq4/1P4PK/8 w - - 2 50,True,False,True,,,
"['crushing', 'endgame', 'master', 'pin', 'short']",943.0,2r3k1/4b2p/pB4p1/P3p3/2Pp4/6P1/2q3BP/5QK1 w - - 0 33,True,False,False,,,
"['advantage', 'kingsideAttack', 'long', 'opening', 'sacrifice']",2288.0,r1b2rk1/ppq2ppp/4p3/b2pn3/2p5/2P1P2Q/PB1N1PPP/RB3RK1 w - - 4 18,True,False,False,,,
"['crushing', 'middlegame', 'pin', 'short']",1568.0,r2qr1k1/p1p2ppp/2p5/4B2P/6b1/1P1B2P1/P1PP2Q1/RN2K2R b KQ - 0 17,True,False,False,,,
"['attackingF2F7', 'attraction', 'crushing', 'long', 'opening', 'sacrifice']",2179.0,r1bqkb1r/pppn1ppp/8/4P1B1/2B5/8/PP3PPP/RN1QK2R w KQkq - 1 11,True,False,False,,,
"['backRankMate', 'deflection', 'endgame', 'mate', 'mateIn2', 'short']",1167.0,5rk1/pp4pp/6p1/3K4/3p2Q1/1P6/P2q4/5R2 w - - 6 36,True,False,False,,,
"['mate', 'mateIn1', 'oneMove', 'opening']",911.0,r1b1kb1r/pp2pp1p/1qn3p1/4P3/6n1/2N2N2/PPP3PP/1RBQKB1R b Kkq - 0 10,True,True,False,"['opening', 'mateIn1', 'mate', 'oneMove']",995.3936767578125,True
"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']",1515.0,2N3k1/p1b2pp1/2p3p1/1pPp4/3P1qn1/3Q3P/PP3PP1/R3R1K1 b - - 0 24,True,False,True,,,
['endgame'],1929.0,8/2n5/P2k4/1B2p2p/2K2p1P/5P2/8/8 b - - 1 47,True,False,False,,,
"['crushing', 'deflection', 'endgame', 'knightEndgame', 'master', 'masterVsMaster', 'short']",1514.0,8/2p2pp1/1p6/p2n1k2/3PnN2/1PP2K2/P4P2/5N2 w - - 4 44,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",821.0,3k4/ppp5/6n1/3p1rq1/Q2P1p2/2P2R2/PP4r1/1K2R3 w - - 2 35,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",919.3690795898438,True
"['mate', 'mateIn1', 'oneMove', 'opening']",1393.0,2kr2nr/ppp2ppp/2nb4/1B6/2N5/2P5/PP2QP1q/RNBR1K2 b - - 3 14,True,True,False,"['opening', 'mateIn1', 'mate', 'oneMove']",830.814697265625,True
"['attraction', 'kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",1785.0,1k1r3r/ppp3p1/1bB1p1p1/8/4PP2/P4RN1/1PP3PP/R1B4K b - - 0 19,True,False,False,,,
"['crushing', 'discoveredAttack', 'endgame', 'long']",1805.0,4k3/p6p/2p2R2/2p1n3/2P5/1Pr4P/P3Q1PK/B4r2 b - - 0 34,True,False,False,,,
"['mate', 'mateIn2', 'middlegame', 'short']",1613.0,4r1k1/1p4r1/3p2qp/3P1p2/1P2pP1P/1Q1RN2B/5R1P/7K b - - 0 37,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",902.7188720703125,False
"['fork', 'long', 'mate', 'mateIn3', 'middlegame', 'sacrifice']",2057.0,1k2r3/pp6/1pb4q/2Q5/8/3N2P1/3P1P1P/1RB2RK1 b - - 0 33,True,False,True,,,
"['crushing', 'defensiveMove', 'endgame', 'short']",1412.0,5rk1/pp3q1p/3p2p1/3N4/4Q3/3P4/PPn2PP1/R5K1 w - - 6 32,True,False,False,,,
"['crushing', 'endgame', 'long', 'skewer']",1952.0,7r/pp1k1p2/2pPp3/3bP3/r7/4Q3/1P6/2KR4 w - - 0 32,True,False,False,,,
"['crushing', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'short']",933.0,r3r1k1/pp3ppp/3q1n2/4n3/1P1p1B2/P2B1N2/5PPP/R2Q1RK1 b - - 0 20,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",1026.0,1k5r/p1p2p1p/Qp1bpqpP/1B5n/3P4/2P5/PP3P2/3R1K1R b - - 3 23,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",1191.0,8/pp4k1/2p3b1/N1P1p3/PP2Pp1q/5KP1/2Q2P2/8 b - - 2 42,True,False,False,,,
"['advantage', 'hangingPiece', 'middlegame', 'short']",2522.0,3rr1k1/1p3p1p/2p2bp1/q7/2PP4/pP1R1N1P/n1QN1PP1/1K1R4 w - - 0 22,True,False,False,,,
"['crushing', 'fork', 'middlegame', 'short']",980.0,r1b3k1/pp4Pp/4pr2/q5B1/2Bbp3/1P4R1/P4PP1/2RQ1K2 b - - 1 20,True,False,False,,,
"['advantage', 'fork', 'master', 'middlegame', 'short']",1561.0,4r1k1/nb1N1ppp/p2Bp3/np5n/1P6/P4P2/B5PP/R3R1K1 b - - 0 22,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",1013.0,5r1r/ppp2qpp/4k3/3nP3/2BP4/8/PPP5/R1BQ2KR b - - 0 16,True,False,False,,,
"['advantage', 'opening', 'short']",1820.0,rn1qk2r/ppp2ppp/3p1b2/8/3P4/4Pb2/PPP1BPPP/RN1QK2R w KQkq - 0 8,True,False,False,,,
"['crushing', 'endgame', 'master', 'short']",2047.0,4k3/8/8/4B3/pRr1nP2/8/7P/1K6 b - - 1 43,True,False,False,,,
"['deflection', 'endgame', 'master', 'mate', 'mateIn2', 'short']",992.0,2rk4/5p2/4pN2/b3P1N1/q2P1P2/8/1P5P/1KQ5 w - - 0 37,True,True,False,"['endgame', 'advantage', 'deflection', 'short']",1414.712158203125,False
"['advantage', 'endgame', 'fork', 'long']",1435.0,8/5Rn1/p2kp2Q/1p1p4/1P1q1P2/P7/5P1P/5K2 b - - 1 44,True,False,False,,,
"['attraction', 'crushing', 'kingsideAttack', 'long', 'middlegame', 'sacrifice']",1810.0,4rk1r/1pp2pp1/p2b1R1p/3P4/3q4/1BN1P3/PP2Q1PP/5RK1 b - - 0 19,True,False,False,,,
"['advancedPawn', 'crushing', 'endgame', 'long', 'quietMove', 'rookEndgame']",1902.0,5k2/6R1/1p2K2P/p1r5/8/8/8/8 w - - 1 49,True,False,False,,,
"['crushing', 'defensiveMove', 'long', 'middlegame']",2176.0,rr4k1/p4ppp/4pq2/8/B1Q2n2/2P2P2/P4P1P/KR4R1 w - - 1 21,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove', 'queenEndgame']",1483.0,1k6/pp2Q2p/2p3p1/3pP3/3P4/2q4P/6PK/8 w - - 0 31,True,False,False,,,
"['crushing', 'endgame', 'quietMove', 'short']",2066.0,8/8/8/p6p/1pPbpkp1/1P5P/P3K1P1/3N4 w - - 0 38,True,False,False,,,
"['crushing', 'endgame', 'rookEndgame', 'veryLong']",1492.0,8/3R2pk/3p3p/8/6PP/8/5r1r/3R2K1 w - - 3 45,True,False,False,,,
"['advantage', 'intermezzo', 'long', 'middlegame']",1611.0,8/pb4kp/1pq2r2/2p2p2/2P1pN2/1P1pn1P1/3P2QP/1R3RK1 w - - 0 29,True,False,False,,,
"['crushing', 'defensiveMove', 'kingsideAttack', 'master', 'middlegame', 'short']",2015.0,Nq1kr3/pb3pp1/7p/2p5/2Bpn3/P2Q1P1P/1P6/R1B2RK1 b - - 0 24,True,False,False,,,
"['crushing', 'defensiveMove', 'long', 'middlegame']",1955.0,1b6/p4pk1/6pp/2p4r/2N1pP2/1P2P2q/P4K2/1B3RQ1 b - - 1 39,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",1103.0,7r/2Q1Q2p/4p3/2PqN3/3P4/4P1P1/k4PbK/1r6 b - - 0 38,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",833.8828125,True
"['crushing', 'middlegame', 'short']",1877.0,r5k1/pprnbpp1/3qpnbp/1B1p4/3P3B/PQN1PN1P/1P3PP1/2R2RK1 w - - 4 16,True,False,False,,,
"['advancedPawn', 'attraction', 'crushing', 'endgame', 'long', 'promotion']",1622.0,8/8/5P2/2Bp4/P2P2p1/2r2k2/1p5P/4RK2 b - - 0 40,True,True,False,"['endgame', 'crushing', 'advancedPawn', 'exposedKing', 'promotion', 'veryLong']",1985.555419921875,True
"['mate', 'mateIn1', 'middlegame', 'oneMove']",931.0,1k1r4/1p3p2/p4b2/5N1p/2RP2nq/1P3Q2/P5P1/5RK1 b - - 6 29,True,False,False,,,
"['advantage', 'middlegame', 'short']",1058.0,r2r4/pp2kpp1/7p/1P2P3/4qp2/PQ6/1B1P1KPP/R6R b - - 8 21,True,False,False,,,
"['advancedPawn', 'crushing', 'endgame', 'long']",1720.0,2B5/rR6/P2k4/5p1p/3b2p1/8/4KP2/8 w - - 0 44,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",901.0,2R5/5p1k/6p1/7p/p4Q1P/1r4P1/1P2KP2/1q2B3 b - - 1 45,True,True,False,"['endgame', 'mateIn1', 'mate', 'dovetailMate', 'oneMove']",1301.6409912109375,False
"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",975.0,4r1k1/1p5p/2p3pB/p3b3/1np1P3/1P4qP/1P3QP1/5R1K w - - 4 26,True,False,False,,,
"['advantage', 'endgame', 'short', 'skewer']",991.0,7R/1r3k2/1p3r1p/3bp3/8/2RBK1P1/7P/8 w - - 1 43,True,False,False,,,
"['advantage', 'discoveredAttack', 'middlegame', 'short']",1387.0,r4rk1/pp1qb1pp/2p5/3NB3/8/8/PP1Q1PPP/R5K1 w - - 0 19,True,True,False,"['middlegame', 'advantage', 'discoveredAttack', 'short']",1280.05615234375,True
"['advantage', 'middlegame', 'pin', 'short']",1118.0,r1b1k2r/1p1n1ppp/p3p3/8/P3N3/5BQ1/1qP3PP/4R1K1 w kq - 0 21,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",1680.0,3k1b1Q/2p5/3p4/1p1PpB2/1K2Pp2/P4P2/1PP2q2/8 b - - 9 30,True,False,False,,,
"['crushing', 'fork', 'middlegame', 'skewer', 'veryLong']",1807.0,2r1r1k1/5ppp/4pqn1/3p4/1P1N4/P2Q4/2P2PPP/R3R1K1 b - - 0 22,True,False,True,,,
"['advancedPawn', 'crushing', 'endgame', 'long', 'rookEndgame']",1932.0,8/5p2/8/p4pPR/1p3P2/kP6/P1r4P/5K2 b - - 0 60,True,False,False,,,
"['exposedKing', 'long', 'mate', 'mateIn3', 'middlegame']",1572.0,5b2/4rk2/1Q4p1/PB1P1p2/2p2P2/5qRK/5B2/8 b - - 3 42,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",1288.153076171875,False
"['advantage', 'bishopEndgame', 'endgame', 'master', 'short']",885.0,8/6b1/7p/1K4p1/P2pk1P1/8/1P5P/4B3 b - - 0 49,True,False,False,,,
"['advantage', 'master', 'middlegame', 'short']",2013.0,6k1/bR3p2/2p3p1/r1PqBp2/p2Pn3/P4R1P/6PK/2Q5 b - - 0 36,True,False,False,,,
"['crushing', 'endgame', 'long']",1893.0,4r2k/qp4pp/1bpp4/8/PPB5/3P2P1/2P4P/Q2KR3 b - - 5 31,True,False,False,,,
"['crushing', 'master', 'middlegame', 'short']",2315.0,2k2b1r/pp3pp1/2p1p3/4PnBp/2B2Pb1/1P3N1P/P1q2QP1/4R2K w - - 3 18,True,False,False,,,
"['advantage', 'long', 'middlegame', 'trappedPiece']",1637.0,r4rk1/pp3pp1/2bp1q1p/2p1b3/2P1P3/3P3P/PP1B2P1/R2B2QK w - - 6 22,True,False,False,,,
"['backRankMate', 'endgame', 'mate', 'mateIn2', 'rookEndgame', 'short']",615.0,6k1/5ppp/4p3/p7/2r5/4P1P1/5PKP/1R6 w - - 0 31,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'rookEndgame', 'short']",542.2748413085938,True
"['backRankMate', 'mate', 'mateIn1', 'middlegame', 'oneMove']",715.0,5r2/pp3pk1/2pN1npp/8/3P4/1B4R1/PPP2qPP/4R2K b - - 0 25,True,False,False,,,
"['crushing', 'endgame', 'short']",1965.0,5r2/4q1kp/1Q4p1/1P3p2/2PPp3/7P/6P1/4R1K1 b - - 0 30,True,False,False,,,
"['exposedKing', 'fork', 'long', 'mate', 'mateIn3', 'middlegame', 'xRayAttack']",1921.0,6r1/3nbp1k/4p1r1/4P3/3Q2P1/5R2/1q1p1PK1/8 w - - 0 39,True,False,True,,,
"['mate', 'mateIn1', 'oneMove', 'opening']",994.0,r3kbnr/ppp3pp/4P3/4pP2/2B1p3/4b3/PqP2P1P/RN1QK2R w KQkq - 0 13,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",1246.159912109375,True
"['crushing', 'kingsideAttack', 'middlegame', 'short']",1449.0,r4rk1/pp4p1/7p/3NPq2/1bpR4/4B2P/PP2n1P1/5R1K w - - 0 24,True,False,False,,,
"['crushing', 'master', 'middlegame', 'short']",1413.0,r4r2/pp2q1k1/7R/P2Pn3/B2BP1P1/8/1P1QK3/8 b - - 0 34,True,False,True,,,
"['advantage', 'kingsideAttack', 'long', 'master', 'middlegame', 'pin']",1739.0,r3q2k/1b2p1bp/p4rp1/1p2N3/3P2QN/1P5P/1P3PPB/4R1K1 w - - 0 25,True,False,False,,,
"['crushing', 'exposedKing', 'long', 'master', 'masterVsMaster', 'middlegame']",2819.0,3r1k1r/8/1n3b2/ppq1p1p1/4Q3/P5R1/1PB2P2/4R1K1 w - - 1 33,True,False,False,,,
"['crushing', 'defensiveMove', 'discoveredAttack', 'long', 'middlegame', 'sacrifice']",2332.0,4r3/p4Qpk/1pq2p1B/2p1bP2/6P1/1Pn4P/P1B2RK1/8 w - - 1 40,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'rookEndgame', 'short']",945.0,8/8/1r6/6pp/P4k2/1P1R1P1K/6PP/8 b - - 0 34,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove', 'smotheredMate']",679.0,r1bq2rk/pppp2pp/8/4Np2/3P4/2P5/PPn3P1/RNB2RK1 w - - 0 17,True,True,False,"['middlegame', 'mateIn1', 'mate', 'smotheredMate', 'oneMove']",840.6866455078125,True
"['crushing', 'endgame', 'short']",2006.0,4r2k/1pR4p/4qn2/p5pP/P1Bpp3/1P3QP1/8/5K2 w - - 0 39,True,False,False,,,
"['advantage', 'discoveredAttack', 'middlegame', 'short']",1461.0,3k4/r2qRQb1/p1p3r1/Pp1p4/3P1PP1/2N5/1PP5/2K1R3 b - - 0 29,True,False,False,,,
"['advantage', 'discoveredAttack', 'middlegame', 'short']",1177.0,1r1q1rk1/5pp1/p3p2p/1p2P1b1/8/2PB1b2/PP3PPP/R2QR1K1 w - - 0 21,True,False,False,,,
"['advantage', 'middlegame', 'short']",1838.0,6r1/ppp2pk1/1bn2N1p/6P1/5q1P/8/PPP1QP2/3R1RK1 b - - 1 22,True,False,False,,,
"['crushing', 'defensiveMove', 'endgame', 'master', 'short']",1324.0,8/pp3p1k/3p3p/2pP1Pp1/2P5/1P3Q1P/P4nP1/B1q4K w - - 7 33,True,False,False,,,
"['advantage', 'endgame', 'fork', 'short']",1080.0,5rk1/6pn/1p2p3/p2pP1Np/3P4/2Pq4/6QP/2B4K w - - 0 47,True,False,True,,,
"['hangingPiece', 'kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",1066.0,6nk/1bp2rp1/p3p2p/1p1qN3/3P3P/P5P1/1PQ2P2/4R1K1 w - - 0 28,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",968.0,4Q3/8/1p1p1kp1/2nP1p1p/2P2P1P/8/p5P1/q4BK1 w - - 2 42,True,False,False,,,
"['advantage', 'exposedKing', 'long', 'middlegame']",2276.0,r4r2/pp1k2p1/6K1/2p1Q1p1/3P2n1/2P5/PP3BqP/4R3 w - - 3 35,True,False,False,,,
"['advantage', 'long', 'middlegame']",2129.0,r3kb1r/pp2pppp/1qN1b3/1B6/3P2P1/4PQ1P/PP3P2/R1B1K2R b KQkq - 0 13,True,False,False,,,
"['crushing', 'endgame', 'long', 'pin']",1414.0,6k1/pp2P2p/2bq2p1/3B1rP1/3Q3P/4R3/P5K1/8 b - - 0 35,True,False,False,,,
"['advancedPawn', 'crushing', 'endgame', 'promotion', 'short']",1031.0,7r/1k1P4/8/2Bp2b1/B3p1p1/5b2/5P2/5K2 w - - 0 47,True,False,False,,,
"['advantage', 'middlegame', 'short']",1365.0,5rk1/1p3pp1/4pn1p/6q1/2PPN1P1/1p1Q1N1P/r3KP2/3R2R1 b - - 4 25,False,False,,,,
"['crushing', 'endgame', 'master', 'rookEndgame', 'short']",1409.0,8/8/p2r1p2/4Pkpp/P1k2P2/3R2P1/3RK3/8 b - - 0 48,False,False,,,,
"['crushing', 'long', 'middlegame']",1584.0,r2qkb1r/p3pppp/2n2n2/1pp5/2N5/1P2P3/PB1P1PBP/R2bK1NR w KQkq - 0 10,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",399.0,4r3/pppk1ppp/3b4/3R2B1/2P4P/1P6/1P3PP1/6K1 b - - 0 24,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",692.7354125976562,True
"['advantage', 'clearance', 'middlegame', 'short']",2629.0,2k2b1r/ppp1nppp/2n5/4P3/1rq2B2/2N2Q2/PPP3PP/3R1R1K w - - 6 14,True,False,False,,,
"['advantage', 'middlegame', 'quietMove', 'veryLong']",2728.0,r4rk1/ppqn3p/3N1ppP/2p5/4PP2/5Q2/1P4P1/3RK3 w - - 0 23,True,False,False,,,
"['crushing', 'kingsideAttack', 'long', 'middlegame', 'sacrifice']",2460.0,r1bqr1k1/3p1ppp/p1pP4/1p1Qn3/8/1BP5/P1PB1PPP/R4K1R w - - 2 16,True,False,True,,,
"['master', 'middlegame']",1519.0,r3rn2/pp4k1/1q3p2/3p2p1/1P1P4/P2B1NP1/5KPQ/2R5 w - - 2 27,True,False,False,,,
"['crushing', 'kingsideAttack', 'long', 'middlegame', 'pin']",2055.0,1r1q1rk1/p4pp1/b3p2p/7N/1p1PN3/6Q1/P4PPP/1R2n1K1 w - - 0 22,True,False,False,,,
"['deflection', 'endgame', 'mate', 'mateIn2', 'short']",1262.0,Q4r2/1pp1kB1p/3p2p1/1P1Pp3/n3P3/p6P/6PK/2B1q3 w - - 8 32,True,False,False,,,
"['advantage', 'master', 'opening', 'short']",1532.0,3rkbnr/pp3ppp/1q2p3/2p1P3/8/1nPQ1N1P/PP1N1PP1/R1B1K2R w KQk - 1 13,True,False,False,,,
"['attackingF2F7', 'mate', 'mateIn1', 'oneMove', 'opening']",1107.0,r1bqk1r1/pp3p1p/3ppQ2/4b1N1/2n5/8/P2NPPPP/3RKB1R w Kq - 3 14,True,True,False,"['opening', 'mateIn1', 'mate', 'attackingF2F7', 'oneMove']",1088.4779052734375,True
"['advantage', 'attraction', 'fork', 'long', 'middlegame', 'sacrifice']",1723.0,2r2rk1/pp3ppp/8/3q1PP1/1P1N1P2/2n1Q2P/P1P5/4RRK1 b - - 0 33,True,False,False,,,
"['advantage', 'middlegame', 'short']",1710.0,3rkb1r/ppp2ppp/4pn2/6q1/5NP1/BP6/P2PQP1P/RN2K2R b KQk - 2 13,True,False,False,,,
"['crushing', 'discoveredAttack', 'endgame', 'rookEndgame', 'short']",1234.0,3k4/8/8/Rp4r1/2PP4/3K4/8/8 b - - 0 51,True,True,False,"['endgame', 'crushing', 'discoveredAttack', 'rookEndgame', 'short']",1208.97802734375,True
"['crushing', 'endgame', 'master', 'short']",1974.0,8/4k1p1/5p1p/5P1P/3PRb2/1KP1r1N1/8/8 b - - 3 46,True,False,True,,,
"['advantage', 'fork', 'middlegame', 'short']",978.0,r1b1r1k1/ppp2ppN/3p3p/8/4Pq2/2P3R1/P1P1QPP1/1K1R1B2 b - - 0 15,True,False,False,,,
"['crushing', 'defensiveMove', 'endgame', 'long', 'pawnEndgame', 'zugzwang']",2743.0,8/8/1p6/2pppk2/2P4p/1P1P1K1P/P7/8 b - - 3 37,True,False,False,,,
"['crushing', 'endgame', 'fork', 'short']",652.0,1k5r/ppp5/8/P3N1b1/3p1p2/3P4/1PP2P2/R2K4 w - - 1 28,True,False,False,,,
"['crushing', 'deflection', 'endgame', 'long']",1216.0,6k1/5R2/5K2/5N2/4P3/5P2/3r2r1/8 b - - 0 64,True,False,False,,,
"['advantage', 'kingsideAttack', 'opening', 'short']",1191.0,r3k2r/ppp2ppp/2n5/2b1P2q/2N1n1b1/4BNP1/PPP3BP/R3QRK1 b kq - 0 12,True,False,False,,,
"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']",642.0,7k/R5pp/5pb1/8/8/5KPP/2r5/8 w - - 4 33,True,False,False,,,
"['advantage', 'defensiveMove', 'endgame', 'quietMove', 'rookEndgame', 'veryLong']",2455.0,1R6/8/4p2R/4kp1p/p2r4/5PKP/r4P2/8 w - - 0 38,True,False,False,,,
"['crushing', 'intermezzo', 'middlegame', 'short']",1817.0,r4rk1/p3ppn1/8/3p1PQ1/8/3B3P/PqP3P1/5R1K w - - 0 22,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn1', 'oneMove', 'opening']",513.0,1b1rk1r1/pb1p1p1p/ppqPpPp1/6N1/P1P5/2N3B1/1P3PPP/R2QR1K1 b - - 2 16,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",671.7655029296875,True
"['crushing', 'endgame', 'long', 'pawnEndgame', 'quietMove']",2453.0,8/6k1/1pp3P1/5p2/1PPPp3/2K5/8/8 w - - 1 45,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",766.0,2R1Q3/5pp1/p6k/1p5P/6K1/1q3PP1/2p4r/8 w - - 8 46,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",945.0,r4rk1/ppp3p1/3n4/2BNp2q/6Q1/5Pp1/PPP3P1/R4RK1 b - - 1 26,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",905.115966796875,True
"['advantage', 'fork', 'middlegame', 'short']",1345.0,r4rk1/2p1p2p/2n3pP/6P1/pp5R/4P3/qPP1Q3/2KR1B2 w - - 0 23,True,False,False,,,
"['endgame', 'master', 'mate', 'mateIn1', 'oneMove']",584.0,2k5/1p1b3p/pBp5/P3p1R1/1P6/2r5/5K2/8 w - - 0 39,True,True,False,"['endgame', 'advantage', 'short']",1284.054443359375,False
"['advantage', 'endgame', 'short', 'xRayAttack']",1325.0,4Q2R/3P2q1/5pP1/4pb2/pp6/5BP1/PPr3P1/6K1 b - - 2 39,False,False,,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",1120.0,1r3k1r/2p2pp1/p1p4p/2q5/4Q3/2b2PP1/2P3KP/1R2R3 w - - 1 23,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",1267.0,1rk5/1b3r1p/p1pQ2p1/2Nq1p2/3p4/1P5P/P1P5/1K2R3 w - - 6 33,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",1106.45849609375,True
"['capturingDefender', 'crushing', 'endgame', 'short']",1007.0,2r3k1/1b3pp1/4n3/p2N3p/3PR3/P1N2P1P/6P1/6K1 b - - 0 35,True,False,False,,,
