target_themes,target_rating,fen,is_legal,is_puzzle,counter_intuitive,actual_themes,predicted_rating,themes_match
"['advantage', 'middlegame', 'short']",1381.0,r3k2r/1pq2ppp/p1nbp1n1/8/3NQ3/2P5/PP2NPPP/R1B2RK1 w kq - 1 14,True,False,False,,,
"['crushing', 'deflection', 'discoveredAttack', 'kingsideAttack', 'long', 'middlegame', 'sacrifice']",1899.0,2r3k1/1p1nqpp1/1p1pb2p/8/3RP3/r3Q2P/1B3PP1/1R4K1 w - - 0 21,True,False,False,,,
"['attraction', 'crushing', 'endgame', 'fork', 'long', 'master', 'sacrifice']",1125.0,3R4/2kn1p1p/4pPp1/1r6/2p1N2P/5P2/5PK1/8 w - - 2 42,True,False,False,,,
"['advantage', 'attraction', 'endgame', 'exposedKing', 'long']",2050.0,1R2b3/4k1q1/8/p1p1pP1B/PpPpP3/1r1Q1K2/8/8 w - - 0 42,True,True,False,"['endgame', 'advantage', 'short']",1878.864990234375,False
"['crushing', 'hangingPiece', 'middlegame', 'short']",1248.0,r1b2rk1/ppNp1ppp/4n2q/2b1p1N1/Q1p1PPn1/2PB4/PP1B2PP/R3K2R w KQ - 1 16,True,False,True,,,
"['crushing', 'defensiveMove', 'endgame', 'pawnEndgame', 'short']",1946.0,8/2p5/1p1p1kp1/p6p/P1P1KP1P/6P1/P7/8 w - - 0 32,True,False,False,,,
"['advantage', 'enPassant', 'endgame', 'master', 'quietMove', 'short']",2058.0,2kr4/pp2n1pp/2p5/5p2/1P1p1B1P/5PP1/2r1P1K1/1R2R3 w - - 0 23,True,False,False,,,
"['crushing', 'endgame', 'short']",872.0,5r1k/1R6/2P5/7p/3P1p2/1p5n/1P6/K4R2 b - - 0 45,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",1839.0,1R6/R5p1/4bk1n/p7/1p3P1P/1P3P1K/P2r2P1/8 b - - 7 39,False,False,,,,
"['attackingF2F7', 'mate', 'mateIn1', 'oneMove', 'opening']",838.0,r1b1kr2/ppp1n1pp/2n2q2/3Pp1N1/8/1BP5/PP3PPP/RN1QK2R b KQq - 1 10,True,True,False,"['opening', 'mateIn1', 'mate', 'attackingF2F7', 'oneMove']",921.9503784179688,True
"['endgame', 'mate', 'mateIn2', 'sacrifice', 'short']",1573.0,5k2/8/b5rp/3Q1N1p/1P6/4PPN1/5K1P/q7 b - - 4 35,True,False,False,,,
"['advancedPawn', 'advantage', 'defensiveMove', 'deflection', 'endgame', 'long', 'promotion', 'rookEndgame']",2259.0,8/2p2P2/3pK3/p2P4/8/4kr2/1p6/7R w - - 2 62,True,False,False,,,
"['crushing', 'endgame', 'long', 'pawnEndgame', 'zugzwang']",2852.0,8/6p1/6K1/3pk1PP/5p2/2P5/8/8 b - - 1 53,True,False,False,,,
"['crushing', 'long', 'middlegame']",2085.0,2r4k/5pR1/5n1p/p4N2/1p2Q3/1P6/3q1PPP/4R1K1 b - - 0 33,True,False,False,,,
"['endgame', 'master', 'masterVsMaster', 'mate', 'mateIn2', 'short']",949.0,8/3R1pp1/1k2p3/n1q5/P1p1Q3/1p3r1P/1P4P1/7K w - - 0 30,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",860.0,5k2/4r1pQ/5b1p/8/2B5/2p3P1/P2r1PKP/3n4 w - - 9 45,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",829.46630859375,True
"['crushing', 'discoveredAttack', 'middlegame', 'short']",1063.0,r2q1rk1/ppp3pp/3b4/5pN1/3Q4/3P3P/PPP2PP1/R3R1K1 b - - 0 16,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",1243.0,r3kbQ1/pp1np2Q/1q4p1/8/2P1n3/2Bp4/PP3PPP/RN3K1R b q - 4 15,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",1034.415283203125,True
"['advantage', 'long', 'middlegame']",1177.0,2k3nr/pppq2r1/2nbR3/6Qp/2B5/3P1N1P/PPP3P1/R4K2 w - - 1 20,True,False,True,,,
"['crushing', 'defensiveMove', 'long', 'middlegame']",2144.0,2k3n1/p4BpQ/1p6/3Np3/3nP2b/3P4/PqPB2PP/2R2K1R b - - 0 17,True,False,True,,,
"['advantage', 'endgame', 'short']",2607.0,r7/7k/p2Q2p1/1ppP1q2/2b5/2N5/PK6/6B1 w - - 2 37,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",824.0,r3nrk1/5pp1/p1N4p/2npP3/5P2/2PQ4/PqB1N1PP/5RK1 w - - 0 23,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove', 'smotheredMate']",525.0,6rk/6pp/3N4/2p1q3/ppP5/1P4RP/P3bPP1/6K1 w - - 0 33,True,True,False,"['endgame', 'mateIn1', 'mate', 'smotheredMate', 'oneMove']",829.703369140625,True
"['crushing', 'discoveredAttack', 'endgame', 'short']",1690.0,8/8/2pk2K1/4p2P/R5pr/PB6/1PP5/8 b - - 1 39,True,False,True,,,
"['crushing', 'long', 'middlegame']",1731.0,4rkn1/1bQ3p1/3p1p1p/8/4qN2/8/P2B1PPP/1Q1R2K1 b - - 12 39,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",1239.0,1k6/1ppr2Rn/p1n2p2/2QBp2q/4P3/1PP2p2/P4B2/2K5 w - - 4 30,True,False,False,,,
"['advantage', 'middlegame', 'short']",1541.0,r3k2r/3n1pp1/p2bp1p1/1pppq3/3N4/2P1P1P1/PP2QP1P/R1B2RK1 w kq - 0 21,True,False,True,,,
"['crushing', 'endgame', 'rookEndgame', 'short', 'skewer']",901.0,8/6p1/1r3k2/5P2/8/6R1/8/3K4 w - - 3 52,True,True,False,"['endgame', 'advantage', 'skewer', 'rookEndgame', 'short']",898.404541015625,True
"['endgame', 'mate', 'mateIn1', 'oneMove']",1137.0,6r1/2p2p2/p2rk1qp/8/5Q2/2P5/PP3P1P/RN4RK b - - 1 22,True,False,False,,,
"['advantage', 'middlegame', 'short']",938.0,3r2k1/1prn1ppp/p3bq2/2p1p1N1/4P3/1P6/P1PQ1PPP/3RR1K1 w - - 0 22,True,False,False,,,
"['advantage', 'endgame', 'fork', 'short', 'xRayAttack']",1823.0,4r1k1/3p2pp/3P4/1Pp1R3/4RnB1/7P/2b2P2/6K1 b - - 0 37,True,False,False,,,
"['crushing', 'master', 'middlegame', 'short']",1660.0,r1q3k1/1pp2rpp/3bb3/1P1B1p2/p1P2Pn1/P5P1/2Q1P2P/1RBR1NK1 b - - 1 23,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",1113.0,r2r2k1/1bp1bpp1/p1q2n1p/Np2pP2/3P4/2P3N1/PPB3PP/R1BQ1RK1 b - - 0 17,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",790.1197509765625,True
"['mate', 'mateIn1', 'middlegame', 'oneMove']",594.0,2Q1n1k1/p4ppp/5q2/2B2P2/8/Pr6/6PP/1b3RK1 w - - 0 32,True,False,False,,,
"['advancedPawn', 'advantage', 'endgame', 'long']",1328.0,6k1/R4p2/5P1p/P3P3/8/7P/1r1rn1PK/5R2 w - - 1 26,True,False,False,,,
"['crushing', 'master', 'masterVsMaster', 'middlegame', 'pin', 'short']",1624.0,2rr4/5k1p/P5p1/1Pbq1p2/4nP2/4R1P1/Q5KP/4R1B1 w - - 1 39,True,False,False,,,
"['advantage', 'middlegame', 'pin', 'sacrifice', 'short']",1695.0,4rk1r/ppp3p1/5q2/2P4p/4p3/4Rn2/PPPN3P/R1Q4K w - - 0 20,True,False,False,,,
"['advantage', 'middlegame', 'short']",1693.0,3q1rk1/pb1r1p1p/1p2pbp1/1Np1n3/2P5/5NP1/PPQ2PBP/3R1RK1 w - - 0 17,True,True,False,"['middlegame', 'advantage', 'discoveredAttack', 'short']",1590.9248046875,True
"['crushing', 'endgame', 'pawnEndgame', 'quietMove', 'short', 'zugzwang']",1991.0,8/8/8/1pk4p/2p2Pp1/P1K3P1/1P6/8 w - - 1 44,True,False,False,,,
"['crushing', 'endgame', 'pin', 'short']",993.0,8/7k/p1p5/2P4p/5p2/P2q3P/B5P1/2R4K w - - 0 42,True,True,False,"['endgame', 'crushing', 'pin', 'short']",995.1734008789062,True
"['crushing', 'endgame', 'master', 'short']",2103.0,3k4/1r2pQ1R/3p4/4qp2/4r1p1/1P1p4/1P6/1K2R3 w - - 2 40,True,False,False,,,
"['advantage', 'discoveredAttack', 'long', 'middlegame']",2391.0,r1b3k1/1p6/4pq2/p2pN1p1/5B2/b1P3Q1/P3BP2/1K6 w - - 0 26,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",591.0,2r3k1/5ppp/p7/1p4P1/2nRB3/P1P1n2P/1P6/3R2K1 w - - 3 32,True,False,False,,,
"['mate', 'mateIn2', 'middlegame', 'queensideAttack', 'short']",1006.0,2r3k1/2qn1ppp/8/pB1P4/1p6/4QN2/PP4PP/1K5R b - - 0 29,True,False,True,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",629.0,rn4k1/2q3pp/p3p2r/1p1p2N1/3P4/2PQ4/PPB2PP1/2R2RK1 b - - 0 24,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",668.9561767578125,True
"['advancedPawn', 'crushing', 'endgame', 'long', 'promotion']",1554.0,1Q1R4/8/5K2/1r6/4k3/8/6p1/8 b - - 0 53,True,False,False,,,
"['advantage', 'master', 'middlegame', 'short']",2024.0,r2r2k1/4q2p/2pQbpp1/4p3/n3P3/B1R2N1P/P3B1P1/3R2K1 b - - 0 24,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",764.0,1r3rk1/1pb2pp1/p2qpB1p/8/2PP3Q/5B1P/PP3PP1/R3R2K b - - 0 18,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",690.86083984375,True
"['crushing', 'master', 'opening', 'short']",1439.0,r3k1nr/ppp3pp/2np1pq1/7P/2BpP3/5N2/PPP2P2/RNQ1K2R b KQkq - 0 12,True,False,False,,,
"['advantage', 'intermezzo', 'middlegame', 'short']",1513.0,r3k2r/6p1/p3p2p/1pp5/3p1q2/5b2/PPPRQPPP/4R2K w kq - 0 21,True,False,False,,,
"['crushing', 'endgame', 'long']",2199.0,q5k1/5pp1/7p/1Rp1P3/P7/6bP/r5B1/1Q5K w - - 1 32,True,False,False,,,
"['advancedPawn', 'advantage', 'endgame', 'veryLong']",1602.0,6k1/3R1rp1/7p/3Qp3/Ppq1Pp2/7P/5PP1/6K1 b - - 1 38,True,False,False,,,
"['backRankMate', 'mate', 'mateIn2', 'middlegame', 'short']",663.0,3r2k1/1b3p2/p1Bqp1p1/7p/7Q/7R/1P3PPP/3R2K1 b - - 0 30,True,True,False,"['middlegame', 'mateIn1', 'mate', 'backRankMate', 'hangingPiece', 'oneMove']",764.9595947265625,True
"['advancedPawn', 'crushing', 'endgame', 'knightEndgame', 'short']",746.0,8/8/7p/1P3kp1/P5p1/2n3K1/6P1/8 w - - 1 45,True,False,True,,,
"['crushing', 'endgame', 'pawnEndgame', 'veryLong']",1285.0,8/8/4pp2/5p1p/3P1P1P/4K1P1/2k5/8 w - - 6 50,True,False,False,,,
"['crushing', 'pin', 'veryLong']",1817.0,r7/2p2pp1/3k4/7p/p2P4/1b2RP2/2R3PP/6K1 b - - 0 28,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",1161.0,6k1/1pq2ppp/8/r7/p2r4/3Q1P2/PPP2P1P/4R1K1 w - - 0 22,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",865.86376953125,True
"['crushing', 'discoveredAttack', 'master', 'middlegame', 'short']",1186.0,r1br2k1/ppp2ppp/2n5/8/8/P1qBQP2/2P3PP/2KR3R w - - 0 17,True,True,False,"['middlegame', 'advantage', 'discoveredAttack', 'short']",1054.4677734375,True
"['advantage', 'discoveredAttack', 'middlegame', 'short']",1018.0,3r4/4qpk1/1p2p1p1/2p2n1p/5R2/P1PrN1P1/1P3P1P/R3Q1K1 w - - 1 26,True,False,False,,,
"['mate', 'mateIn2', 'middlegame', 'short']",1048.0,3r4/1bq1kpQ1/1pp1p2p/8/1P2B3/P4R2/4RPPb/7K b - - 2 28,True,True,False,"['middlegame', 'mateIn2', 'mate', 'short']",608.9290771484375,True
"['advantage', 'bishopEndgame', 'endgame', 'long']",1693.0,8/5p1p/2k2B1P/K1b5/3pp3/1P5P/5P2/8 w - - 0 42,True,False,False,,,
"['advantage', 'middlegame', 'short']",2056.0,r2qrnk1/1bp2p2/p5P1/1p1pb3/3P4/1PNQ4/P1B3PP/R1B1R1K1 b - - 0 20,True,False,False,,,
"['advantage', 'middlegame', 'pin', 'short']",1314.0,4rrk1/ppp3p1/3p1q1p/8/8/2PQbN2/1PP2PPP/4RRK1 b - - 0 23,True,False,False,,,
"['crushing', 'fork', 'middlegame', 'short']",782.0,2krkbnr/Q4p1p/2pp4/3N2pq/5Pb1/6P1/PPPPNK1P/R1B4R b k - 2 18,False,False,,,,
"['advantage', 'endgame', 'fork', 'long']",1234.0,2r3k1/pp2pp2/1p1p2pp/3PP3/3qNP2/1P5P/1P4P1/2RQ2K1 b - - 2 25,False,False,,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",1053.0,8/7p/2b5/1pB5/kP1Pp3/pr5P/6PK/R7 w - - 4 53,True,False,True,,,
"['crushing', 'endgame', 'fork', 'short']",1707.0,3Q4/p5k1/1p2p3/5q2/P7/7P/1r3P2/5RK1 w - - 2 37,True,False,True,,,
"['crushing', 'deflection', 'endgame', 'long']",2681.0,8/pp6/1r5P/1k1pQ3/2pP4/P1P5/2Pn1r2/R1KB4 b - - 0 38,True,False,False,,,
"['advantage', 'long', 'middlegame']",1963.0,r4k1r/pp2pp2/3p2p1/8/2P2q2/BPb4P/P3Q2R/1K1R4 w - - 0 21,True,False,True,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",878.0,5Q2/3b3r/p1p1q1k1/3p2p1/3P4/1P3RP1/P6P/6KB b - - 16 37,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",1052.0,8/7p/4R2n/pr3N1k/5K2/P7/8/8 w - - 12 46,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",607.0,4nk2/p2R1pr1/1p5p/4rNp1/2P1p3/PP5P/4RPP1/6K1 w - - 5 29,True,False,False,,,
"['crushing', 'endgame', 'short']",783.0,1r3b2/p5p1/4Q3/2pp2Pp/3kq3/5K2/P4R2/8 w - - 1 34,True,False,False,,,
"['clearance', 'crushing', 'middlegame', 'short']",1950.0,1rq2rk1/p1p3b1/1p1p3p/3P1npN/2P1N1P1/1P5P/P1Q2P1K/4RR2 b - - 0 27,True,False,False,,,
"['crushing', 'endgame', 'short']",1562.0,8/2r1kpp1/6p1/1N6/p1b5/3R3P/1P3KP1/8 w - - 1 44,True,True,False,"['endgame', 'advantage', 'short']",1388.2755126953125,True
"['crushing', 'fork', 'middlegame', 'short']",1793.0,2rq1rk1/3bppbn/pN1p2p1/1p1P3p/3BP3/P2Q1P2/1PR1B1PP/5RK1 b - - 3 18,True,False,False,,,
"['advantage', 'fork', 'middlegame', 'short']",979.0,5rk1/4npp1/1n1qp2p/4Nb2/2PP4/1B6/4NPPP/3Q1RK1 w - - 1 22,True,False,False,,,
"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']",687.0,5rk1/1Q3p1p/2p3p1/1p2N3/3P4/8/2r2RPP/7K b - - 0 32,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'short']",712.93212890625,True
"['mate', 'mateIn1', 'middlegame', 'oneMove']",886.0,4k1r1/p1pb1p1p/3PpqpB/8/4P3/3n2K1/P4NPP/1R1Q3R b - - 0 20,True,False,False,,,
"['advantage', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'short']",1108.0,r5k1/1p2n2p/p1n1bq2/2pp2r1/P2P1p1N/N1P5/1PQ1BPP1/R3R1K1 b - - 0 24,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",1010.0,2r3k1/pp3pp1/2q4p/4QNn1/8/8/PPP4P/1K5R w - - 1 25,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",1206.0,r4r2/3q1pk1/2p5/1pPnPpbQ/p2P4/1P1B3R/P6P/2B3K1 w - - 0 30,True,False,False,,,
"['advantage', 'deflection', 'long', 'master', 'middlegame']",1806.0,2r1r1k1/pp2Bp1p/4p1p1/1Pqp2Q1/P1nb4/3B4/2P2PPP/1R3RK1 w - - 0 24,True,False,False,,,
"['crushing', 'master', 'opening', 'short']",2768.0,r1b2r1k/pp2qp1p/1bn3p1/4N1QN/3p4/8/PPP2PPP/2K1RB1R b - - 5 14,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove', 'queensideAttack']",1664.0,5Q2/p5b1/3R4/k1p1p3/bq2p3/3QB1p1/PP2r3/K4R2 b - - 0 39,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",1134.2626953125,True
"['crushing', 'endgame', 'fork', 'rookEndgame', 'short']",1472.0,8/6p1/p3r2p/2RR4/k2P4/5KP1/r6P/8 w - - 1 43,True,False,False,,,
"['crushing', 'long', 'middlegame']",1222.0,1q3r2/p1p1k3/1p1pN3/3b1p2/1PPNp3/4Pp1Q/P4P1P/R4RK1 b - - 0 27,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",1064.0,3r4/1b2kpp1/7p/pB6/P7/2n4P/5PP1/1N3RK1 b - - 1 29,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove', 'rookEndgame']",1259.0,8/1R3p1r/3Rp1p1/p3P2k/5K2/5P2/r4P1P/8 b - - 2 32,True,False,False,,,
"['crushing', 'endgame', 'intermezzo', 'master', 'rookEndgame', 'short']",1843.0,8/pp6/4k1p1/2P4p/1K1Rp2P/5R2/1PP1rP2/8 b - - 0 36,True,False,False,,,
"['crushing', 'defensiveMove', 'endgame', 'long', 'quietMove']",2504.0,8/5bpk/7p/8/1KP5/P1BQ4/P1q4P/8 b - - 5 43,True,False,False,,,
"['backRankMate', 'endgame', 'long', 'mate', 'mateIn3', 'sacrifice']",1047.0,r4k2/2p2ppp/p7/1p3q2/1P1p4/P2P1P1P/4Q1P1/4R1K1 w - - 4 34,True,True,False,"['endgame', 'mateIn3', 'mate', 'backRankMate', 'sacrifice', 'long']",967.0272216796875,True
"['endgame', 'mate', 'mateIn1', 'oneMove']",563.0,4nk2/6p1/5pB1/7P/p1qp4/Pp6/1P6/1K2R3 w - - 0 44,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",528.8655395507812,True
"['mate', 'mateIn2', 'middlegame', 'short']",1419.0,r5k1/1p3pp1/p4n1p/2pP4/P1BPN1b1/3PK1q1/1P1B1RP1/R3Q3 b - - 1 21,False,False,,,,
"['advantage', 'long', 'middlegame']",1528.0,r1bq1r2/ppp1bRpk/7p/4p3/2B1P3/2NP2Q1/PPP3PP/R5K1 b - - 0 14,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short', 'triangleMate']",1134.0,r4rk1/1pp1qp2/p3p2R/4n1nQ/3pP3/P2P2P1/2P3BP/R5K1 w - - 0 23,True,True,False,"['middlegame', 'mateIn2', 'mate', 'kingsideAttack', 'short']",1174.6634521484375,True
